Clavage	N	Type	abundance	gen_length	palindrome_len	perc_identity	subject_id
True	158	D left	25	18	0	100.0	IGHD6-6
False	158	D right	25	18	0	100.0	IGHD6-6
True	158	J	25	48	0	100.0	IGHJ4
False	159	V	18	296	2	98.31	IGHV3-30
False	159	D left	18	18	1	100.0	IGHD6-6
True	159	D right	18	18	0	100.0	IGHD6-6
True	159	J	18	62	4	96.23	IGHJ6
True	160	V	5	293	0	97.24	IGHV3-53
True	160	D left	5	11	0	100.0	IGHD7-27
False	160	D right	5	11	2	100.0	IGHD7-27
True	160	J	5	51	1	96.43	IGHJ5
True	161	V	20	296	0	98.98	IGHV5-51
False	161	D left	20	17	0	100.0	IGHD1-1
True	161	D right	20	17	1	100.0	IGHD1-1
True	161	J	20	48	0	97.3	IGHJ4
True	162	V	50	299	0	100.0	IGHV4-39
True	162	D left	50	31	0	100.0	IGHD3-3
True	162	D right	50	31	3	100.0	IGHD3-3
True	162	J	50	51	2	100.0	IGHJ5
True	163	V	23	296	0	93.88	IGHV1-8
True	163	D left	23	20	0	100.0	IGHD1-26
True	163	D right	23	20	1	100.0	IGHD1-26
True	163	J	23	48	0	97.14	IGHJ4
True	164	V	59	296	0	99.66	IGHV1-8
False	164	D left	59	20	2	100.0	IGHD5-5
True	164	D right	59	20	0	100.0	IGHD5-5
True	164	J	59	51	0	100.0	IGHJ5
True	165	V	23	293	0	100.0	IGHV4-34
False	165	D left	23	31	2	100.0	IGHD3-22
True	165	D right	23	31	0	100.0	IGHD3-22
False	165	J	23	48	1	97.5	IGHJ4
False	166	V	37	296	2	100.0	IGHV5-51
True	166	D left	37	31	0	100.0	IGHD2-2
True	166	D right	37	31	0	100.0	IGHD2-2
True	166	J	37	51	0	100.0	IGHJ5
True	167	V	95	293	0	92.81	IGHV4-59
True	167	D left	95	31	1	100.0	IGHD2-15
True	167	D right	95	31	1	100.0	IGHD2-15
True	167	J	95	62	0	93.75	IGHJ6
True	168	V	62	305	0	99.01	IGHV6-1
True	168	D left	62	21	0	100.0	IGHD6-13
True	168	D right	62	21	0	100.0	IGHD6-13
False	168	J	62	51	0	100.0	IGHJ5
True	169	V	104	293	0	86.85	IGHV4-34
True	169	D left	104	31	0	100.0	IGHD3-22
True	169	D right	104	31	0	100.0	IGHD3-22
True	169	J	104	62	0	94.74	IGHJ6
True	170	V	53	299	0	100.0	IGHV4-39
True	170	D left	53	31	1	100.0	IGHD3-22
True	170	D right	53	31	0	100.0	IGHD3-22
True	170	J	53	48	0	100.0	IGHJ4
True	171	V	22	302	0	94.02	IGHV3-72
True	171	J	22	62	0	97.3	IGHJ6
False	172	V	8	293	0	100.0	IGHV4-59
True	172	D left	8	31	1	100.0	IGHD3-22
True	172	D right	8	31	1	100.0	IGHD3-22
True	172	J	8	51	0	100.0	IGHJ5
False	173	V	13	296	0	97.3	IGHV1-2
True	173	D left	13	31	1	100.0	IGHD3-10
True	173	D right	13	31	0	100.0	IGHD3-10
True	173	J	13	51	0	100.0	IGHJ5
False	174	V	1870	299	2	94.65	IGHV4-30-4
True	175	V	39	293	0	99.32	IGHV4-34
True	175	D left	39	31	0	100.0	IGHD3-10
True	175	D right	39	31	1	100.0	IGHD3-10
True	175	J	39	48	0	100.0	IGHJ4
True	176	V	32	299	0	97.64	IGHV4-39
True	176	J	32	62	1	94.44	IGHJ6
True	177	V	29	299	0	93.24	IGHV4-31
True	177	D left	29	30	0	100.0	IGHD3-10
True	177	D right	29	30	0	100.0	IGHD3-10
True	177	J	29	48	1	100.0	IGHJ4
True	178	V	39	293	0	100.0	IGHV4-34
False	178	D left	39	18	0	100.0	IGHD6-6
True	178	D right	39	18	1	100.0	IGHD6-6
True	178	J	39	62	1	100.0	IGHJ6
False	179	V	18	293	2	96.25	IGHV4-34
True	179	D left	18	31	0	100.0	IGHD3-9
True	179	D right	18	31	0	100.0	IGHD3-9
True	179	J	18	62	1	100.0	IGHJ6
False	180	V	567	294	0	98.64	IGHV4-b
True	180	D left	567	31	2	100.0	IGHD2-15
True	180	D right	567	31	1	100.0	IGHD2-15
False	181	V	52	294	0	100.0	IGHV4-b
False	181	D left	52	16	0	100.0	IGHD4-17
False	181	D right	52	16	1	100.0	IGHD4-17
True	181	J	52	62	0	98.08	IGHJ6
False	182	V	35	293	1	100.0	IGHV4-34
True	182	D left	35	31	0	100.0	IGHD2-2
True	182	D right	35	31	0	100.0	IGHD2-2
True	182	J	35	51	0	100.0	IGHJ5
False	183	V	26	302	0	93.05	IGHV3-49
True	183	D left	26	30	3	100.0	IGHD3-10
True	183	D right	26	30	0	100.0	IGHD3-10
True	183	J	26	62	0	100.0	IGHJ6
True	184	V	26	296	0	91.13	IGHV3-23
True	184	D left	26	31	0	100.0	IGHD3-9
True	184	D right	26	31	0	100.0	IGHD3-9
True	184	J	26	48	0	96.67	IGHJ4
True	185	V	22	299	1	100.0	IGHV4-39
True	185	D left	22	21	0	100.0	IGHD6-19
False	185	D right	22	21	1	100.0	IGHD6-19
True	185	J	22	51	0	100.0	IGHJ5
False	186	V	405	296	0	86.82	IGHV1-8
True	186	D left	405	20	0	100.0	IGHD1-26
True	186	D right	405	20	0	100.0	IGHD1-26
True	186	J	405	53	0	100.0	IGHJ2
False	187	V	294	293	1	89.42	IGHV4-34
True	187	D left	294	28	0	100.0	IGHD2-21
True	187	D right	294	28	0	100.0	IGHD2-21
True	188	V	34	293	0	100.0	IGHV4-34
False	188	D left	34	31	0	100.0	IGHD3-3
True	188	D right	34	31	0	100.0	IGHD3-3
True	188	J	34	62	0	98.18	IGHJ6
True	189	V	513	299	0	82.43	IGHV4-39
True	189	D left	513	28	0	100.0	IGHD2-21
True	189	D right	513	28	0	100.0	IGHD2-21
True	190	V	1328	294	0	96.92	IGHV4-b
True	191	V	53	293	0	100.0	IGHV4-4
True	191	D left	53	31	0	100.0	IGHD2-15
True	191	D right	53	31	0	100.0	IGHD2-15
False	191	J	53	51	1	100.0	IGHJ5
True	192	V	69	293	0	100.0	IGHV4-34
True	192	D left	69	17	0	100.0	IGHD1-7
True	192	D right	69	17	0	100.0	IGHD1-7
True	192	J	69	48	1	100.0	IGHJ4
True	193	V	10	296	0	100.0	IGHV3-21
True	193	D left	10	16	0	100.0	IGHD4-17
True	193	D right	10	16	0	100.0	IGHD4-17
True	193	J	10	62	0	100.0	IGHJ6
True	194	V	7	296	2	84.41	IGHV1-69
True	194	D left	7	20	0	100.0	IGHD1-26
True	194	D right	7	20	0	100.0	IGHD1-26
True	194	J	7	62	0	94.74	IGHJ6
True	195	V	50	301	0	100.0	IGHV2-5
True	195	D left	50	30	1	100.0	IGHD3-10
True	195	D right	50	30	0	100.0	IGHD3-10
True	195	J	50	48	0	100.0	IGHJ4
False	196	V	442	296	1	97.97	IGHV3-7
True	196	D left	442	31	0	100.0	IGHD3-3
True	196	D right	442	31	0	100.0	IGHD3-3
True	196	J	442	48	2	100.0	IGHJ4
True	197	V	346	293	1	95.21	IGHV4-34
True	197	D left	346	21	0	92.86	IGHD6-13
True	197	D right	346	21	0	92.86	IGHD6-13
True	197	J	346	62	1	100.0	IGHJ6
True	198	V	58	299	0	100.0	IGHV4-39
True	198	D left	58	31	0	100.0	IGHD3-3
True	198	D right	58	31	0	100.0	IGHD3-3
True	198	J	58	62	2	100.0	IGHJ6
False	199	V	41	291	0	97.25	IGHV4-34
True	199	D left	41	28	0	100.0	IGHD2-21
True	199	D right	41	28	2	100.0	IGHD2-21
True	199	J	41	48	0	100.0	IGHJ4
False	200	V	525	293	1	89.76	IGHV4-34
True	200	D left	525	20	2	100.0	IGHD5-5
True	200	D right	525	20	1	100.0	IGHD5-5
False	201	V	100	296	5	88.51	IGHV3-74
True	201	D left	100	31	2	100.0	IGHD3-9
True	201	D right	100	31	0	100.0	IGHD3-9
True	201	J	100	51	0	100.0	IGHJ5
True	202	V	96	299	0	86.91	IGHV4-30-4
True	203	V	19	293	1	99.32	IGHV4-34
True	203	D left	19	31	0	100.0	IGHD3-3
True	203	D right	19	31	0	100.0	IGHD3-3
True	203	J	19	48	0	100.0	IGHJ4
True	204	V	50	298	0	91.58	IGHV3-9
True	204	D left	50	21	0	100.0	IGHD6-13
True	204	D right	50	21	0	100.0	IGHD6-13
True	204	J	50	53	0	97.44	IGHJ2
True	205	V	5	293	0	100.0	IGHV4-59
True	205	D left	5	31	1	100.0	IGHD3-3
True	205	D right	5	31	0	100.0	IGHD3-3
True	205	J	5	48	1	100.0	IGHJ4
False	206	V	19	296	0	100.0	IGHV3-11
True	206	D left	19	30	0	100.0	IGHD3-10
True	206	D right	19	30	1	100.0	IGHD3-10
True	206	J	19	62	1	100.0	IGHJ6
True	207	V	20	296	1	83.22	IGHV1-69
True	207	D left	20	31	0	94.74	IGHD3-22
True	207	D right	20	31	0	94.74	IGHD3-22
True	207	J	20	48	0	93.75	IGHJ4
True	208	V	110	296	0	93.9	IGHV3-30
True	208	D left	110	31	0	100.0	IGHD3-3
True	208	D right	110	31	0	100.0	IGHD3-3
True	209	V	36	293	1	100.0	IGHV4-34
True	209	D left	36	31	0	100.0	IGHD2-2
True	209	D right	36	31	0	100.0	IGHD2-2
True	209	J	36	51	0	100.0	IGHJ5
True	210	V	58	296	1	93.2	IGHV3-48
True	210	D left	58	20	0	88.89	IGHD5-24
True	210	D right	58	20	1	88.89	IGHD5-24
True	210	J	58	53	0	100.0	IGHJ2
True	211	V	105	296	0	100.0	IGHV5-51
True	211	D left	105	21	0	100.0	IGHD6-19
True	211	D right	105	21	0	100.0	IGHD6-19
True	211	J	105	53	0	100.0	IGHJ2
True	212	V	39	293	0	100.0	IGHV4-34
True	212	D left	39	31	0	100.0	IGHD3-3
True	212	D right	39	31	0	100.0	IGHD3-3
True	212	J	39	62	1	100.0	IGHJ6
True	213	V	43	293	0	96.58	IGHV3-53
True	213	D left	43	18	0	100.0	IGHD6-6
True	213	D right	43	18	1	100.0	IGHD6-6
True	213	J	43	53	0	100.0	IGHJ2
True	214	V	70	296	1	96.94	IGHV1-69
True	214	D left	70	31	0	100.0	IGHD3-22
True	214	D right	70	31	0	100.0	IGHD3-22
True	214	J	70	51	0	100.0	IGHJ5
True	215	V	25	293	0	100.0	IGHV4-34
True	215	D left	25	20	0	100.0	IGHD5-24
True	215	D right	25	20	0	100.0	IGHD5-24
True	215	J	25	62	0	97.78	IGHJ6
False	216	V	52	305	1	100.0	IGHV6-1
True	216	D left	52	31	0	100.0	IGHD2-15
True	216	D right	52	31	3	100.0	IGHD2-15
True	216	J	52	62	2	100.0	IGHJ6
False	217	V	55	294	0	100.0	IGHV1-2
True	217	D left	55	18	0	100.0	IGHD6-6
True	217	D right	55	18	1	100.0	IGHD6-6
True	217	J	55	51	0	97.22	IGHJ5
True	218	V	36	299	0	100.0	IGHV4-39
False	218	D left	36	31	0	100.0	IGHD2-15
True	218	D right	36	31	0	100.0	IGHD2-15
True	218	J	36	48	1	100.0	IGHJ4
False	219	V	81	296	0	86.15	IGHV3-30
True	219	D left	81	20	0	100.0	IGHD5-24
True	219	D right	81	20	1	100.0	IGHD5-24
True	219	J	81	62	0	96.88	IGHJ6
True	220	V	79	296	0	95.58	IGHV5-51
True	220	D left	79	21	1	94.44	IGHD6-19
True	220	D right	79	21	0	94.44	IGHD6-19
False	220	J	79	53	0	95.65	IGHJ2
True	221	V	13	296	0	99.31	IGHV3-23
True	221	D left	13	31	0	100.0	IGHD3-22
False	221	D right	13	31	0	100.0	IGHD3-22
True	221	J	13	48	1	100.0	IGHJ4
False	222	V	389	296	1	95.27	IGHV1-8
True	222	D left	389	21	0	100.0	IGHD6-19
True	222	D right	389	21	0	100.0	IGHD6-19
True	223	V	470	297	4	96.25	IGHV2-5
True	223	D left	470	19	0	100.0	IGHD4-23
True	223	D right	470	19	0	100.0	IGHD4-23
True	223	J	470	48	0	94.12	IGHJ4
False	224	V	25	296	0	95.61	IGHV1-69
False	224	D left	25	20	0	100.0	IGHD5-5
True	224	D right	25	20	1	100.0	IGHD5-5
True	224	J	25	62	0	97.44	IGHJ6
False	225	V	18	296	0	95.95	IGHV5-51
True	225	D left	18	31	0	100.0	IGHD2-8
True	225	D right	18	31	0	100.0	IGHD2-8
False	225	J	18	48	2	97.5	IGHJ4
False	226	V	35	294	0	97.62	IGHV3-30-3
True	226	D left	35	31	0	90.91	IGHD3-22
True	226	D right	35	31	0	90.91	IGHD3-22
False	227	V	22	299	2	89.63	IGHV4-39
True	227	D left	22	20	0	100.0	IGHD5-24
True	227	D right	22	20	0	100.0	IGHD5-24
True	227	J	22	48	0	100.0	IGHJ4
True	228	V	51	293	0	100.0	IGHV4-34
True	228	D left	51	21	0	100.0	IGHD6-19
True	228	D right	51	21	0	100.0	IGHD6-19
True	228	J	51	51	0	100.0	IGHJ5
True	229	V	54	301	1	99.33	IGHV2-5
True	229	D left	54	31	0	95.65	IGHD2-2
True	229	D right	54	31	0	95.65	IGHD2-2
True	229	J	54	48	0	100.0	IGHJ4
False	230	V	11	296	1	100.0	IGHV3-21
True	230	D left	11	23	0	100.0	IGHD5-12
True	230	D right	11	23	0	100.0	IGHD5-12
True	230	J	11	48	0	100.0	IGHJ4
True	231	V	18	296	0	94.92	IGHV3-30-3
True	231	D left	18	31	0	100.0	IGHD3-3
True	231	D right	18	31	0	100.0	IGHD3-3
True	231	J	18	48	2	100.0	IGHJ4
True	232	V	13	296	2	96.6	IGHV1-18
True	232	D left	13	37	1	100.0	IGHD3-16
True	232	D right	13	37	3	100.0	IGHD3-16
True	232	J	13	51	0	97.3	IGHJ5
False	233	V	42	293	0	100.0	IGHV4-34
True	233	D left	42	31	0	100.0	IGHD3-9
True	233	D right	42	31	0	100.0	IGHD3-9
True	233	J	42	62	1	100.0	IGHJ6
False	234	V	24	298	0	100.0	IGHV3-9
True	234	D left	24	21	0	100.0	IGHD6-19
True	234	D right	24	21	0	100.0	IGHD6-19
True	234	J	24	62	0	100.0	IGHJ6
False	235	V	379	294	0	90.91	IGHV3-30-3
True	235	D left	379	18	0	100.0	IGHD6-6
True	235	D right	379	18	0	100.0	IGHD6-6
True	236	V	135	296	0	88.47	IGHV3-74
True	236	D left	135	37	0	100.0	IGHD3-16
True	236	D right	135	37	0	100.0	IGHD3-16
True	236	J	135	50	0	100.0	IGHJ3
True	237	V	386	302	0	84.01	IGHV3-49
True	237	D left	386	31	0	100.0	IGHD3-22
True	237	D right	386	31	0	100.0	IGHD3-22
True	237	J	386	51	0	88.89	IGHJ5
True	238	V	93	294	2	88.54	IGHV4-b
True	238	D left	93	31	0	100.0	IGHD3-9
True	238	D right	93	31	0	100.0	IGHD3-9
True	238	J	93	48	0	96.67	IGHJ4
True	239	V	162	297	0	100.0	IGHV2-5
True	239	D left	162	28	0	100.0	IGHD2-21
False	239	D right	162	28	1	100.0	IGHD2-21
True	239	J	162	62	1	100.0	IGHJ6
True	240	V	31	296	0	94.56	IGHV3-7
True	240	D left	31	31	1	100.0	IGHD3-10
True	240	D right	31	31	0	100.0	IGHD3-10
True	240	J	31	48	0	94.59	IGHJ4
False	241	V	81	293	0	94.7	IGHV4-34
True	241	D left	81	17	0	100.0	IGHD1-7
False	241	D right	81	17	1	100.0	IGHD1-7
True	241	J	81	48	1	100.0	IGHJ4
False	242	V	59	296	2	100.0	IGHV5-51
True	242	D left	59	31	0	100.0	IGHD3-9
True	242	D right	59	31	0	100.0	IGHD3-9
True	242	J	59	62	0	100.0	IGHJ6
True	243	V	62	296	1	100.0	IGHV3-23
True	243	D left	62	31	2	100.0	IGHD2-8
True	243	D right	62	31	0	100.0	IGHD2-8
True	243	J	62	51	0	100.0	IGHJ5
True	244	V	130	296	0	86.1	IGHV1-18
True	244	D left	130	31	0	100.0	IGHD3-3
True	244	D right	130	31	0	100.0	IGHD3-3
True	244	J	130	48	0	100.0	IGHJ4
False	245	V	24	296	1	93.58	IGHV3-11
True	245	D left	24	30	1	100.0	IGHD3-10
True	245	D right	24	30	0	100.0	IGHD3-10
True	245	J	24	51	0	100.0	IGHJ5
True	246	V	1524	296	0	100.0	IGHV1-46
True	247	V	57	296	3	89.12	IGHV3-30
True	247	D left	57	23	1	100.0	IGHD5-12
True	247	D right	57	23	0	100.0	IGHD5-12
True	247	J	57	48	1	94.29	IGHJ4
False	248	V	36	299	2	100.0	IGHV4-39
True	248	D left	36	21	0	100.0	IGHD6-19
True	248	D right	36	21	0	100.0	IGHD6-19
True	248	J	36	62	0	100.0	IGHJ6
False	249	V	57	299	1	100.0	IGHV4-30-4
True	249	D left	57	21	0	100.0	IGHD6-13
True	249	D right	57	21	0	100.0	IGHD6-13
True	249	J	57	51	0	100.0	IGHJ5
True	250	V	161	296	0	87.71	IGHV3-21
True	250	D left	161	31	0	100.0	IGHD2-2
True	250	D right	161	31	0	100.0	IGHD2-2
True	250	J	161	48	0	100.0	IGHJ4
True	251	V	26	296	1	100.0	IGHV5-51
True	251	D left	26	23	1	100.0	IGHD5-12
True	251	D right	26	23	0	100.0	IGHD5-12
True	251	J	26	48	1	100.0	IGHJ4
False	252	V	50	296	1	89.86	IGHV3-30
True	252	D left	50	17	2	100.0	IGHD1-1
True	252	D right	50	17	2	100.0	IGHD1-1
True	252	J	50	48	0	100.0	IGHJ4
True	253	V	44	301	0	96.66	IGHV2-26
True	253	D left	44	31	0	100.0	IGHD3-3
True	253	D right	44	31	0	100.0	IGHD3-3
False	253	J	44	51	0	100.0	IGHJ5
False	254	V	29	301	1	100.0	IGHV2-5
True	254	D left	29	31	1	100.0	IGHD3-3
True	254	D right	29	31	0	100.0	IGHD3-3
True	254	J	29	48	0	100.0	IGHJ4
True	255	V	108	296	0	97.62	IGHV3-64D
True	255	D left	108	11	0	100.0	IGHD7-27
False	255	D right	108	11	2	100.0	IGHD7-27
True	255	J	108	53	0	100.0	IGHJ2
False	256	V	14	293	1	95.56	IGHV3-66
True	256	D left	14	21	1	100.0	IGHD6-19
True	256	D right	14	21	1	100.0	IGHD6-19
True	256	J	14	48	0	96.3	IGHJ4
True	257	V	238	296	1	93.9	IGHV3-23
True	257	D left	238	31	0	100.0	IGHD2-15
True	257	D right	238	31	0	100.0	IGHD2-15
True	257	J	238	62	0	100.0	IGHJ6
True	258	V	438	299	0	89.46	IGHV4-39
True	259	V	498	296	0	90.85	IGHV1-2
True	259	D left	498	31	0	100.0	IGHD2-8
True	259	D right	498	31	0	100.0	IGHD2-8
True	259	J	498	53	0	92.86	IGHJ2
True	260	V	56	296	0	100.0	IGHV3-21
True	260	D left	56	21	0	100.0	IGHD6-13
True	260	D right	56	21	2	100.0	IGHD6-13
True	260	J	56	62	0	100.0	IGHJ6
False	261	V	55	293	1	100.0	IGHV4-34
True	261	D left	55	21	0	100.0	IGHD6-19
True	261	D right	55	21	0	100.0	IGHD6-19
True	261	J	55	62	0	100.0	IGHJ6
False	262	V	20	293	2	100.0	IGHV3-53
True	262	D left	20	18	0	100.0	IGHD6-25
False	262	D right	20	18	0	100.0	IGHD6-25
True	262	J	20	48	1	100.0	IGHJ4
True	263	V	40	293	0	99.65	IGHV4-34
True	263	D left	40	31	0	100.0	IGHD3-9
True	263	D right	40	31	0	100.0	IGHD3-9
True	263	J	40	62	1	97.3	IGHJ6
True	264	V	15	296	0	97.61	IGHV3-30-3
True	264	D left	15	31	0	100.0	IGHD3-3
True	264	D right	15	31	0	100.0	IGHD3-3
True	264	J	15	48	0	100.0	IGHJ4
True	265	V	39	296	0	87.67	IGHV3-7
True	265	D left	39	37	1	100.0	IGHD3-16
True	265	D right	39	37	0	100.0	IGHD3-16
True	265	J	39	51	0	97.06	IGHJ5
True	266	V	24	293	0	100.0	IGHV4-34
True	266	D left	24	20	0	100.0	IGHD5-5
False	266	D right	24	20	0	100.0	IGHD5-5
True	266	J	24	48	2	100.0	IGHJ4
False	267	V	61	296	2	93.58	IGHV3-23
True	267	D left	61	17	0	100.0	IGHD1-7
True	267	D right	61	17	0	100.0	IGHD1-7
True	267	J	61	51	0	100.0	IGHJ5
False	268	V	10	293	0	100.0	IGHV3-53
True	268	D left	10	28	0	100.0	IGHD2-21
True	268	D right	10	28	1	100.0	IGHD2-21
True	268	J	10	51	1	96.67	IGHJ5
False	269	V	11	296	2	100.0	IGHV1-69
True	269	D left	11	31	0	100.0	IGHD3-22
True	269	D right	11	31	0	100.0	IGHD3-22
True	269	J	11	62	0	100.0	IGHJ6
True	270	V	58	299	0	87.67	IGHV4-30-4
False	271	V	16	293	1	100.0	IGHV4-34
True	271	D left	16	31	1	100.0	IGHD2-2
True	271	D right	16	31	1	100.0	IGHD2-2
True	271	J	16	48	1	97.5	IGHJ4
False	272	V	96	296	2	98.13	IGHV1-46
True	272	D left	96	21	0	100.0	IGHD6-19
True	272	D right	96	21	0	100.0	IGHD6-19
False	273	V	14	299	0	100.0	IGHV4-39
True	273	D left	14	31	1	100.0	IGHD2-15
True	273	D right	14	31	0	100.0	IGHD2-15
False	273	J	14	62	1	100.0	IGHJ6
False	274	V	13	296	0	89.86	IGHV3-23
True	274	D left	13	31	1	89.47	IGHD3-10
True	274	D right	13	31	0	89.47	IGHD3-10
True	274	J	13	48	0	97.3	IGHJ4
True	275	V	21	299	1	99.32	IGHV4-39
True	275	D left	21	31	0	100.0	IGHD3-22
True	275	D right	21	31	1	100.0	IGHD3-22
True	275	J	21	51	0	100.0	IGHJ5
False	276	V	71	293	1	96.93	IGHV4-34
True	276	D left	71	21	1	100.0	IGHD6-13
True	276	D right	71	21	0	100.0	IGHD6-13
True	276	J	71	52	0	100.0	IGHJ1
False	277	V	513	296	2	86.82	IGHV3-11
True	277	D left	513	37	0	100.0	IGHD3-16
True	277	D right	513	37	0	100.0	IGHD3-16
True	278	V	209	294	0	86.64	IGHV5-a
True	278	D left	209	31	0	100.0	IGHD2-2
True	278	D right	209	31	0	100.0	IGHD2-2
True	278	J	209	51	0	100.0	IGHJ5
True	279	V	20	293	1	95.53	IGHV4-59
True	279	D left	20	23	0	100.0	IGHD5-12
True	279	D right	20	23	0	100.0	IGHD5-12
True	279	J	20	48	0	96.43	IGHJ4
False	280	V	404	296	2	88.51	IGHV3-48
True	280	D left	404	31	0	100.0	IGHD3-9
True	280	D right	404	31	0	100.0	IGHD3-9
True	280	J	404	53	0	100.0	IGHJ2
False	281	V	18	296	0	100.0	IGHV3-21
True	281	D left	18	21	0	100.0	IGHD6-13
True	281	D right	18	21	1	100.0	IGHD6-13
True	281	J	18	48	1	100.0	IGHJ4
True	282	V	32	296	0	100.0	IGHV1-69
True	282	D left	32	20	0	100.0	IGHD5-5
True	282	D right	32	20	3	100.0	IGHD5-5
True	282	J	32	48	0	100.0	IGHJ4
True	283	V	31	299	2	100.0	IGHV4-39
True	283	D left	31	30	0	100.0	IGHD3-10
True	283	D right	31	30	2	100.0	IGHD3-10
True	283	J	31	62	2	100.0	IGHJ6
True	284	V	129	296	1	85.67	IGHV1-69
True	284	D left	129	31	0	100.0	IGHD2-8
True	284	D right	129	31	0	100.0	IGHD2-8
False	285	V	15	293	0	99.66	IGHV4-34
False	285	D left	15	31	2	100.0	IGHD3-10
True	285	D right	15	31	0	100.0	IGHD3-10
True	285	J	15	62	1	97.56	IGHJ6
True	286	V	50	299	1	100.0	IGHV4-30-4
True	286	D left	50	31	0	100.0	IGHD3-3
True	286	D right	50	31	0	100.0	IGHD3-3
True	286	J	50	51	1	100.0	IGHJ5
False	287	V	83	305	2	100.0	IGHV6-1
True	287	D left	83	21	0	100.0	IGHD6-13
False	287	D right	83	21	1	100.0	IGHD6-13
True	288	V	16	299	0	96.28	IGHV4-39
True	288	D left	16	31	0	100.0	IGHD3-3
True	288	D right	16	31	0	100.0	IGHD3-3
True	288	J	16	48	0	97.5	IGHJ4
False	289	V	40	293	0	100.0	IGHV4-34
True	289	D left	40	31	0	100.0	IGHD2-2
False	289	D right	40	31	0	100.0	IGHD2-2
True	289	J	40	51	0	100.0	IGHJ5
True	290	V	6	296	0	100.0	IGHV1-18
True	290	D left	6	31	0	100.0	IGHD3-3
True	290	D right	6	31	0	100.0	IGHD3-3
True	290	J	6	62	0	98.11	IGHJ6
True	291	V	15	299	0	89.56	IGHV4-39
False	291	D left	15	21	0	100.0	IGHD6-19
True	291	D right	15	21	0	100.0	IGHD6-19
True	291	J	15	48	0	92.0	IGHJ4
False	292	V	159	296	1	92.91	IGHV5-51
True	292	D left	159	21	0	100.0	IGHD6-19
True	292	D right	159	21	2	100.0	IGHD6-19
True	293	V	94	293	1	100.0	IGHV4-59
True	293	D left	94	31	0	100.0	IGHD3-22
True	293	D right	94	31	1	100.0	IGHD3-22
True	293	J	94	48	1	100.0	IGHJ4
True	294	V	180	296	0	93.86	IGHV3-48
True	294	D left	180	28	0	95.24	IGHD2-21
True	294	D right	180	28	0	95.24	IGHD2-21
True	295	V	74	299	0	99.66	IGHV4-30-4
False	295	D left	74	31	2	100.0	IGHD3-3
True	295	D right	74	31	0	100.0	IGHD3-3
True	295	J	74	62	0	100.0	IGHJ6
False	296	V	25	296	1	95.61	IGHV3-33
True	296	D left	25	31	0	100.0	IGHD3-3
True	296	D right	25	31	0	100.0	IGHD3-3
True	296	J	25	62	0	96.77	IGHJ6
True	297	V	13	296	0	100.0	IGHV1-69
True	297	D left	13	31	0	100.0	IGHD3-22
True	297	D right	13	31	0	100.0	IGHD3-22
True	297	J	13	48	1	100.0	IGHJ4
True	298	V	2482	296	0	100.0	IGHV3-23
True	299	V	29	293	2	100.0	IGHV4-34
True	299	D left	29	31	1	100.0	IGHD2-15
True	299	D right	29	31	0	100.0	IGHD2-15
True	299	J	29	62	1	100.0	IGHJ6
True	300	V	198	293	0	94.18	IGHV4-34
True	300	D left	198	31	0	100.0	IGHD2-2
True	300	D right	198	31	2	100.0	IGHD2-2
True	300	J	198	62	1	100.0	IGHJ6
True	301	V	197	294	0	99.66	IGHV4-b
True	301	D left	197	31	0	100.0	IGHD2-15
True	301	D right	197	31	0	100.0	IGHD2-15
True	302	V	74	299	0	85.15	IGHV4-31
True	302	D left	74	31	1	100.0	IGHD2/OR15-2b
True	302	D right	74	31	0	100.0	IGHD2/OR15-2b
True	302	J	74	51	0	95.65	IGHJ5
True	303	V	61	305	0	99.01	IGHV6-1
True	303	D left	61	21	0	100.0	IGHD6-19
True	303	D right	61	21	1	100.0	IGHD6-19
True	303	J	61	48	1	100.0	IGHJ4
True	304	V	34	301	0	100.0	IGHV2-26
False	304	D left	34	31	0	100.0	IGHD3-22
True	304	D right	34	31	0	100.0	IGHD3-22
True	304	J	34	62	0	97.73	IGHJ6
False	305	V	8	296	0	100.0	IGHV3-30
True	305	D left	8	37	0	100.0	IGHD3-16
True	305	D right	8	37	0	100.0	IGHD3-16
True	305	J	8	62	0	100.0	IGHJ6
False	306	V	36	296	0	100.0	IGHV5-51
True	306	D left	36	21	0	100.0	IGHD6-19
True	306	D right	36	21	1	100.0	IGHD6-19
True	306	J	36	51	1	100.0	IGHJ5
True	307	V	722	299	0	88.17	IGHV4-30-4
False	308	V	17	302	0	90.4	IGHV3-15
True	308	D left	17	17	0	100.0	IGHD1-14
True	308	D right	17	17	0	100.0	IGHD1-14
True	308	J	17	48	1	96.88	IGHJ4
True	309	V	35	298	1	100.0	IGHV3-9
True	309	D left	35	21	0	100.0	IGHD6-13
True	309	D right	35	21	1	100.0	IGHD6-13
True	309	J	35	62	0	100.0	IGHJ6
False	310	V	9	293	1	100.0	IGHV3-53
False	310	D left	9	18	0	100.0	IGHD6-25
True	310	D right	9	18	0	100.0	IGHD6-25
True	310	J	9	62	1	100.0	IGHJ6
False	311	V	685	296	1	88.85	IGHV1-18
True	311	D left	685	17	0	100.0	IGHD1-20
False	311	D right	685	17	0	100.0	IGHD1-20
True	311	J	685	51	0	93.33	IGHJ5
False	312	V	10	294	0	96.6	IGHV4-b
